id,ua_city,city,lat,lng,country,iso2,admin_name,capital,population,population_proper
994d0263-67d4-44f2-a018-411bf0afa801,Київ,Kyiv,50.45,30.5233,Ukraine,UA,"Kyiv, Misto",primary,2952301,2952301
10dec904-7cfd-4ef2-a66d-e136557c9cdd,Харків,Kharkiv,49.9925,36.2311,Ukraine,UA,Kharkivska Oblast,admin,1421125,1421125
d2b2ae8b-75a9-463d-a52d-730e74fb1328,Одеса,Odesa,46.4775,30.7326,Ukraine,UA,Odeska Oblast,admin,1010537,1010537
5b5d7e3b-a2e5-4b23-8099-165d21eeeaa1,Дніпро,Dnipro,48.4675,35.04,Ukraine,UA,Dnipropetrovska Oblast,admin,968502,968502
47b25095-cf3e-4ef7-ae70-58827b61ec22,Донецьк,Donetsk,48.0028,37.8053,Ukraine,UA,Donetska Oblast,admin,901645,901645
e1a339da-733e-4539-938c-f793067c15cb,Львів,Lviv,49.8425,24.0322,Ukraine,UA,Lvivska Oblast,admin,717273,717273
cbe1b5c4-672b-4447-93ad-5cee156b5db4,Запоріжжя,Zaporizhzhia,47.85,35.1175,Ukraine,UA,Zaporizka Oblast,admin,710052,710052
a0096e42-ab59-40ed-8d93-3d9af3d5b112,Базальтове,BazalвЂ™tove,50.6765,26.16,Ukraine,UA,Rivnenska Oblast,,625543,625543
800361f5-081e-439a-924f-2616f8a8fe4c,Кривий Ріг,Kryvyi Rih,47.91,33.39,Ukraine,UA,Dnipropetrovska Oblast,minor,603904,603904
3ad9443c-45f8-42ac-868c-74db1619c98b,Севастополь,Sevastopol,44.605,33.5225,Ukraine,UA,"Sevastopol, Misto",admin,485386,485386
398c00bd-267e-469e-a26b-91ef67a27068,Миколаїв,Mykolaiv,46.975,31.995,Ukraine,UA,Mykolaivska Oblast,admin,470011,470011
5a1514e0-5e66-4a08-a1bd-d6e2ee62d6cc,Маріуполь,Mariupol,47.0958,37.5494,Ukraine,UA,Donetska Oblast,minor,449498,449498
8f396d64-b811-453e-a4e6-713dc7aaaaaa,Луганськ,Luhansk,48.5678,39.3031,Ukraine,UA,Luhanska Oblast,admin,417990,417990
de3251e2-f26d-4042-ae5f-4634f815ea98,Вінниця,Vinnytsia,49.2333,28.4833,Ukraine,UA,Vinnytska Oblast,admin,369739,369739
34e11dbe-81fe-4da6-9ad9-c909e834d212,Макіївка,Makiivka,48.0556,37.9611,Ukraine,UA,Donetska Oblast,minor,343158,343158
6700a5d5-a4ed-405e-8f52-468cfc4d1a50,Сімферополь,Simferopol,44.9519,34.1022,Ukraine,UA,"Krym, Avtonomna Respublika",admin,340540,340540
20842704-4e3a-443a-bc1a-81aeff83126e,Чернігів,Chernihiv,51.4939,31.2947,Ukraine,UA,Chernihivska Oblast,admin,286899,286899
e400e1a6-da7f-49b8-8b4a-9303ae033747,Полтава,Poltava,49.5894,34.5514,Ukraine,UA,Poltavska Oblast,admin,283402,283402
536b0540-c74f-4053-b988-ee18d80b8109,Херсон,Kherson,46.6425,32.625,Ukraine,UA,Khersonska Oblast,admin,279131,279131
60d7447c-0717-4a59-b71d-bf32f7a3f79a,Хмельницький,Khmelnytskyi,49.4167,27,Ukraine,UA,Khmelnytska Oblast,admin,274452,274452
0f142d03-f2b3-4111-8b15-e42d8b5a03b6,Черкаси,Cherkasy,49.4444,32.0597,Ukraine,UA,Cherkaska Oblast,admin,269836,269836
b2e9f127-04ac-4865-a9e1-589c58602803,Суми,Sumy,50.9119,34.8028,Ukraine,UA,Sumska Oblast,admin,265758,265758
4c2e83e9-6d7e-447a-8d68-9b6e401d9127,Чернівці,Chernivtsi,48.3,25.9333,Ukraine,UA,Chernivetska Oblast,admin,265471,265471
78b182f4-ab06-498e-8419-6ba67dac6cf0,Житомир,Zhytomyr,50.25,28.6667,Ukraine,UA,Zhytomyrska Oblast,admin,261624,261624
9e6ebfe5-9f13-4205-a2cf-b895f4e22f67,Горлівка,Horlivka,48.3,38.05,Ukraine,UA,Donetska Oblast,minor,256714,256714
69d2b4c7-acea-46b9-80e4-c433090f5a29,Рівне,Rivne,50.6192,26.2519,Ukraine,UA,Rivnenska Oblast,admin,245289,245289
91dbfcd1-e351-4cd4-b6b0-0a122eaa7259,Івано-Франківськ,Ivano-Frankivsk,48.9228,24.7106,Ukraine,UA,Ivano-Frankivska Oblast,admin,238196,238196
e6440e1a-aaa6-4c66-b97b-a4f9771aa7d6,Кропивницький,Kropyvnytskyi,48.5,32.2667,Ukraine,UA,Kirovohradska Oblast,admin,227413,227413
f7556291-e23c-46e9-ad9b-23bc58ceda34,Кам’янське,Kamianske,48.5167,34.6167,Ukraine,UA,Dnipropetrovska Oblast,minor,226845,226845
bb1864f6-8749-4a1a-b28f-142f2f17d7a7,Тернопіль,Ternopil,49.5667,25.6,Ukraine,UA,Ternopilska Oblast,admin,225238,225238
6eca73c0-6c48-4a21-8abf-1dc0515d9d8a,Кременчук,Kremenchuk,49.0631,33.4039,Ukraine,UA,Poltavska Oblast,minor,220174,220174
5bd83f91-eabc-4306-a984-63fb2e779e17,Луцьк,Lutsk,50.75,25.3358,Ukraine,UA,Volynska Oblast,admin,215986,215986
218fd34e-c9e0-40dd-aae0-d775c2a02052,Біла Церква,Bila Tserkva,49.7989,30.1153,Ukraine,UA,Kyivska Oblast,minor,208944,208944
3a5ad79e-0bf6-4b96-9952-c7d45f56644d,Сєвєродонецьк,Sievierodonetsk,48.9481,38.4933,Ukraine,UA,Luhanska Oblast,minor,150000,150000
1eff34c8-dc85-4102-9ce6-aff49c9e7a05,Керч,Kerch,45.3619,36.4711,Ukraine,UA,"Krym, Avtonomna Respublika",minor,149566,149566
c573fdda-a964-4885-88f7-88c94fe6a7f3,Мелітополь,Melitopol,46.8489,35.3675,Ukraine,UA,Zaporizka Oblast,minor,148851,148851
f4773392-b422-48d2-9df0-4b1dad4d6bb3,Краматорськ,Kramatorsk,48.7392,37.5839,Ukraine,UA,Donetska Oblast,minor,147145,147145
a8eed8fd-e077-48fc-8e4e-7147ca0de985,Хрустальний,Khrustalnyi,48.1214,38.9453,Ukraine,UA,Luhanska Oblast,,124000,124000
5e857ce9-cea8-4516-b223-8b5a5e253280,Ужгород,Uzhhorod,48.6239,22.295,Ukraine,UA,Zakarpatska Oblast,admin,115449,115449
7f1354de-f0a9-4dd7-bb93-5e8da93b3421,Слов’янськ,Sloviansk,48.8533,37.625,Ukraine,UA,Donetska Oblast,,113196,113196
bef39084-5da0-4729-94e9-87f52e553b54,Бровари,Brovary,50.5111,30.79,Ukraine,UA,Kyivska Oblast,minor,109473,109473
fa40dab1-f947-47bb-91c6-ae825f0c4310,Євпаторія,Yevpatoriia,45.1939,33.3681,Ukraine,UA,"Krym, Avtonomna Respublika",minor,108248,108248
4335bbc8-488a-4d08-b7de-3cbd5ec4bb72,Бердянськ,Berdiansk,46.7556,36.7889,Ukraine,UA,Zaporizka Oblast,minor,106311,106311
0f0aaeb8-b6c9-4d4b-ba7d-50e2d87da655,Алчевськ,Alchevsk,48.4778,38.7978,Ukraine,UA,Luhanska Oblast,minor,105398,105398
b93e099a-c699-4957-a860-a7170a8040b3,Нікополь,Nikopol,47.5667,34.4,Ukraine,UA,Dnipropetrovska Oblast,minor,105160,105160
cfdf9dfd-b43b-4963-ac08-83b448179b97,Павлоград,Pavlohrad,48.5167,35.8667,Ukraine,UA,Dnipropetrovska Oblast,minor,101430,101430
41e2ede3-d3e7-4bbf-9f5a-14c1c1df9e0e,Кам’янець-Подільський,Kamianets-Podilskyi,48.6833,26.5833,Ukraine,UA,Khmelnytska Oblast,minor,100462,100462
baa98bc6-9701-492f-9086-665f96e33a8d,Лисичанськ,Lysychansk,48.9167,38.4,Ukraine,UA,Luhanska Oblast,,96161,96161
7b447c03-a4da-443c-abb8-e7e3040a75fa,Довжанськ,Dovzhansk,48.0778,39.6472,Ukraine,UA,Luhanska Oblast,minor,95153,95153
116fc55f-3a10-45ca-8f68-a70d6dfbb3db,Мукачеве,Mukacheve,48.45,22.75,Ukraine,UA,Zakarpatska Oblast,minor,85569,85569
c3ffd932-6aea-41fe-8e22-a95af2543812,Конотоп,Konotop,51.2167,33.2,Ukraine,UA,Sumska Oblast,minor,84787,84787
37a44234-f1cb-411f-a1fd-00d47c1d387f,Умань,Uman,48.75,30.2167,Ukraine,UA,Cherkaska Oblast,minor,82154,82154
2c7dbce6-fe9a-4894-96cb-182b2a17e7dc,Єнакієве,Yenakiieve,48.2167,38.2,Ukraine,UA,Donetska Oblast,,79348,79348
